debugPW2L4:debugNsKbp,fail_usefulness,5
debugPW2L4:debugNsKbp,fl_usefulness,5
debugPW2L4:debugNsKbp,pass_usefulness,5
debug7hMdL:debugZ2CQs,fail_usefulness,5
debug7hMdL:debugZ2CQs,fl_usefulness,5
debug7hMdL:debugZ2CQs,pass_usefulness,5
debug229CQX:debugMUKT1G,see_when_unavailable,9
debug229CQX:debugMUKT1G,expl_help_decision,10
debug229CQX:debugMUKT1G,expl_help_confidence,8
debugWNISVY:debugYFCQES,see_when_unavailable,8
debugWNISVY:debugYFCQES,expl_help_decision,6
debugWNISVY:debugYFCQES,expl_help_confidence,8
debugEPZBRD:debugAMM23H,see_when_unavailable,1
debugEPZBRD:debugAMM23H,expl_help_decision,7
debugEPZBRD:debugAMM23H,expl_help_confidence,7
debugU13E1U:debugLPEX1Y,see_when_unavailable,5
debugU13E1U:debugLPEX1Y,expl_help_decision,8
debugU13E1U:debugLPEX1Y,expl_help_confidence,8
debugX5CISV:debug5M1QCN,expl_help_confidence,7
debugX5CISV:debug5M1QCN,expl_help_decision,3
debugX5CISV:debug5M1QCN,see_when_unavailable,1
debuggCDk6:debugUhs5l,apr_desirability,
debuggCDk6:debugUhs5l,expl_help_confidence,
debuggCDk6:debugUhs5l,expl_help_decision,
debugY8A4w:debugEw0e6,apr_desirability,
debugY8A4w:debugEw0e6,apr_knowledge,
debugY8A4w:debugEw0e6,detail_utility,
debugY8A4w:debugEw0e6,expl_help_confidence,
debugY8A4w:debugEw0e6,expl_help_decision,
debugY8A4w:debugEw0e6,header_utility,
debugY8A4w:debugEw0e6,prog_exp,
debugY8A4w:debugEw0e6,python_exp,
debugY8A4w:debugEw0e6,status,
debugE024QU:debugRX1T44,status,3
debugE024QU:debugRX1T44,prog_exp,2
debugE024QU:debugRX1T44,python_exp,1
debugE024QU:debugRX1T44,apr_knowledge,3
debugE024QU:debugRX1T44,apr_desirability,3
debugE024QU:debugRX1T44,expl_help_decision,4
debugE024QU:debugRX1T44,expl_help_confidence,4
debugE024QU:debugRX1T44,header_utility,4
debugE024QU:debugRX1T44,detail_utility,0
debugE024QU:debugRX1T44,actual_exec,4
debug1ENRZM:debugMMCIA3,status,1
debug1ENRZM:debugMMCIA3,prog_exp,1
debug1ENRZM:debugMMCIA3,python_exp,1
debug1ENRZM:debugMMCIA3,apr_knowledge,3
debug1ENRZM:debugMMCIA3,apr_desirability,4
debug1ENRZM:debugMMCIA3,expl_help_decision,5
debug1ENRZM:debugMMCIA3,expl_help_confidence,4
debug1ENRZM:debugMMCIA3,header_utility,4
debug1ENRZM:debugMMCIA3,detail_utility,4
debug1ENRZM:debugMMCIA3,actual_exec,4
debugWDJ9FK:debugICSTO3,status,1
debugWDJ9FK:debugICSTO3,prog_exp,2
debugWDJ9FK:debugICSTO3,python_exp,1
debugWDJ9FK:debugICSTO3,apr_knowledge,2
debugWDJ9FK:debugICSTO3,apr_desirability,5
debugWDJ9FK:debugICSTO3,expl_help_decision,5
debugWDJ9FK:debugICSTO3,expl_help_confidence,3
debugWDJ9FK:debugICSTO3,header_utility,4
debugWDJ9FK:debugICSTO3,detail_utility,5
debugWDJ9FK:debugICSTO3,actual_exec,5
debugW5G07X:debugNVKH3L,status,5
debugW5G07X:debugNVKH3L,prog_exp,3
debugW5G07X:debugNVKH3L,python_exp,2
debugW5G07X:debugNVKH3L,apr_knowledge,2
debugW5G07X:debugNVKH3L,apr_desirability,3
debugW5G07X:debugNVKH3L,expl_help_decision,4
debugW5G07X:debugNVKH3L,expl_help_confidence,5
debugW5G07X:debugNVKH3L,header_utility,4
debugW5G07X:debugNVKH3L,detail_utility,5
debugW5G07X:debugNVKH3L,actual_exec,4
debug9GPB2N:debugND4Z8L,status,
debug9GPB2N:debugND4Z8L,prog_exp,2
debug9GPB2N:debugND4Z8L,python_exp,2
debug9GPB2N:debugND4Z8L,apr_knowledge,2
debug9GPB2N:debugND4Z8L,apr_desirability,4
debug9GPB2N:debugND4Z8L,expl_help_decision,2
debug9GPB2N:debugND4Z8L,expl_help_confidence,3
debug9GPB2N:debugND4Z8L,header_utility,2
debug9GPB2N:debugND4Z8L,detail_utility,4
debug9GPB2N:debugND4Z8L,actual_exec,4
debugKBE8W2:debugR2Y9V1,status,3
debugKBE8W2:debugR2Y9V1,prog_exp,2
debugKBE8W2:debugR2Y9V1,python_exp,1
debugKBE8W2:debugR2Y9V1,apr_knowledge,2
debugKBE8W2:debugR2Y9V1,apr_desirability,4
debugKBE8W2:debugR2Y9V1,expl_help_decision,5
debugKBE8W2:debugR2Y9V1,expl_help_confidence,4
debugKBE8W2:debugR2Y9V1,header_utility,4
debugKBE8W2:debugR2Y9V1,detail_utility,4
debugKBE8W2:debugR2Y9V1,actual_exec,4
debugSD3W5O:debug4IMY4D,status,5
debugSD3W5O:debug4IMY4D,prog_exp,2
debugSD3W5O:debug4IMY4D,python_exp,1
debugSD3W5O:debug4IMY4D,apr_knowledge,2
debugSD3W5O:debug4IMY4D,apr_desirability,2
debugSD3W5O:debug4IMY4D,expl_help_decision,4
debugSD3W5O:debug4IMY4D,expl_help_confidence,2
debugSD3W5O:debug4IMY4D,header_utility,3
debugSD3W5O:debug4IMY4D,detail_utility,2
debugSD3W5O:debug4IMY4D,actual_exec,4
debugYFT287:debug6RKBCG,status,2
debugYFT287:debug6RKBCG,prog_exp,2
debugYFT287:debug6RKBCG,python_exp,1
debugYFT287:debug6RKBCG,apr_knowledge,3
debugYFT287:debug6RKBCG,apr_desirability,4
debugYFT287:debug6RKBCG,expl_help_decision,3
debugYFT287:debug6RKBCG,expl_help_confidence,3
debugYFT287:debug6RKBCG,header_utility,4
debugYFT287:debug6RKBCG,detail_utility,3
debugYFT287:debug6RKBCG,actual_exec,4
debug6RMVUQ:debugCH6YG0,status,4
debug6RMVUQ:debugCH6YG0,prog_exp,4
debug6RMVUQ:debugCH6YG0,python_exp,2
debug6RMVUQ:debugCH6YG0,apr_knowledge,3
debug6RMVUQ:debugCH6YG0,apr_desirability,5
debug6RMVUQ:debugCH6YG0,expl_help_decision,3
debug6RMVUQ:debugCH6YG0,expl_help_confidence,2
debug6RMVUQ:debugCH6YG0,header_utility,2
debug6RMVUQ:debugCH6YG0,detail_utility,3
debug6RMVUQ:debugCH6YG0,actual_exec,3
debugAO8Y6B:debugOI6CE3,status,2
debugAO8Y6B:debugOI6CE3,prog_exp,4
debugAO8Y6B:debugOI6CE3,python_exp,3
debugAO8Y6B:debugOI6CE3,apr_knowledge,2
debugAO8Y6B:debugOI6CE3,apr_desirability,3
debugAO8Y6B:debugOI6CE3,expl_help_decision,3
debugAO8Y6B:debugOI6CE3,expl_help_confidence,3
debugAO8Y6B:debugOI6CE3,header_utility,3
debugAO8Y6B:debugOI6CE3,detail_utility,3
debugAO8Y6B:debugOI6CE3,actual_exec,4
debug2ZV4H4:debugF7DGJB,status,
debug2ZV4H4:debugF7DGJB,prog_exp,
debug2ZV4H4:debugF7DGJB,python_exp,
debug2ZV4H4:debugF7DGJB,apr_knowledge,
debug2ZV4H4:debugF7DGJB,apr_desirability,3
debug2ZV4H4:debugF7DGJB,expl_help_decision,5
debug2ZV4H4:debugF7DGJB,expl_help_confidence,3
debug2ZV4H4:debugF7DGJB,header_utility,4
debug2ZV4H4:debugF7DGJB,detail_utility,4
debug2ZV4H4:debugF7DGJB,actual_exec,3
debugV4E4BH:debugVH4LTP,status,4
debugV4E4BH:debugVH4LTP,prog_exp,4
debugV4E4BH:debugVH4LTP,python_exp,3
debugV4E4BH:debugVH4LTP,apr_knowledge,2
debugV4E4BH:debugVH4LTP,apr_desirability,4
debugV4E4BH:debugVH4LTP,expl_help_decision,5
debugV4E4BH:debugVH4LTP,expl_help_confidence,3
debugV4E4BH:debugVH4LTP,header_utility,4
debugV4E4BH:debugVH4LTP,detail_utility,4
debugV4E4BH:debugVH4LTP,actual_exec,4
debug9F4KRN:debugR5803T,status,4
debug9F4KRN:debugR5803T,prog_exp,2
debug9F4KRN:debugR5803T,python_exp,1
debug9F4KRN:debugR5803T,apr_knowledge,2
debug9F4KRN:debugR5803T,apr_desirability,2
debug9F4KRN:debugR5803T,expl_help_decision,3
debug9F4KRN:debugR5803T,expl_help_confidence,3
debug9F4KRN:debugR5803T,header_utility,3
debug9F4KRN:debugR5803T,detail_utility,2
debug9F4KRN:debugR5803T,actual_exec,4
debugX1Q04O:debugAYW103,status,
debugX1Q04O:debugAYW103,prog_exp,
debugX1Q04O:debugAYW103,python_exp,
debugX1Q04O:debugAYW103,apr_knowledge,
debugX1Q04O:debugAYW103,apr_desirability,4
debugX1Q04O:debugAYW103,expl_help_decision,4
debugX1Q04O:debugAYW103,expl_help_confidence,5
debugX1Q04O:debugAYW103,header_utility,1
debugX1Q04O:debugAYW103,detail_utility,2
debugX1Q04O:debugAYW103,actual_exec,3
debug5RY6US:debugOB2BNG,status,1
debug5RY6US:debugOB2BNG,prog_exp,1
debug5RY6US:debugOB2BNG,python_exp,1
debug5RY6US:debugOB2BNG,apr_knowledge,2
debug5RY6US:debugOB2BNG,apr_desirability,4
debug5RY6US:debugOB2BNG,expl_help_decision,5
debug5RY6US:debugOB2BNG,expl_help_confidence,4
debug5RY6US:debugOB2BNG,header_utility,5
debug5RY6US:debugOB2BNG,detail_utility,5
debug5RY6US:debugOB2BNG,actual_exec,4
debugIU2OC6:debug017S2H,status,1
debugIU2OC6:debug017S2H,prog_exp,2
debugIU2OC6:debug017S2H,python_exp,1
debugIU2OC6:debug017S2H,apr_knowledge,2
debugIU2OC6:debug017S2H,apr_desirability,4
debugIU2OC6:debug017S2H,expl_help_decision,5
debugIU2OC6:debug017S2H,expl_help_confidence,4
debugIU2OC6:debug017S2H,header_utility,2
debugIU2OC6:debug017S2H,detail_utility,3
debugIU2OC6:debug017S2H,actual_exec,5
debugTNWO3H:debugS2AV55,status,1
debugTNWO3H:debugS2AV55,prog_exp,1
debugTNWO3H:debugS2AV55,python_exp,1
debugTNWO3H:debugS2AV55,apr_knowledge,1
debugTNWO3H:debugS2AV55,apr_desirability,3
debugTNWO3H:debugS2AV55,expl_help_decision,5
debugTNWO3H:debugS2AV55,expl_help_confidence,3
debugTNWO3H:debugS2AV55,header_utility,5
debugTNWO3H:debugS2AV55,detail_utility,5
debugTNWO3H:debugS2AV55,actual_exec,5
debugL2FFUL:debugUQ66MB,status,1
debugL2FFUL:debugUQ66MB,prog_exp,1
debugL2FFUL:debugUQ66MB,python_exp,1
debugL2FFUL:debugUQ66MB,apr_knowledge,1
debugL2FFUL:debugUQ66MB,apr_desirability,3
debugL2FFUL:debugUQ66MB,expl_help_decision,4
debugL2FFUL:debugUQ66MB,expl_help_confidence,3
debugL2FFUL:debugUQ66MB,header_utility,4
debugL2FFUL:debugUQ66MB,detail_utility,3
debugL2FFUL:debugUQ66MB,actual_exec,4
debugR9CMFX:debug2M4ZY7,status,1
debugR9CMFX:debug2M4ZY7,prog_exp,2
debugR9CMFX:debug2M4ZY7,python_exp,2
debugR9CMFX:debug2M4ZY7,apr_knowledge,3
debugR9CMFX:debug2M4ZY7,apr_desirability,4
debugR9CMFX:debug2M4ZY7,expl_help_decision,2
debugR9CMFX:debug2M4ZY7,expl_help_confidence,4
debugR9CMFX:debug2M4ZY7,header_utility,4
debugR9CMFX:debug2M4ZY7,detail_utility,4
debugR9CMFX:debug2M4ZY7,actual_exec,5
debugVSK49T:debugM6TAQ4,status,1
debugVSK49T:debugM6TAQ4,prog_exp,1
debugVSK49T:debugM6TAQ4,python_exp,1
debugVSK49T:debugM6TAQ4,apr_knowledge,3
debugVSK49T:debugM6TAQ4,apr_desirability,3
debugVSK49T:debugM6TAQ4,expl_help_decision,5
debugVSK49T:debugM6TAQ4,expl_help_confidence,4
debugVSK49T:debugM6TAQ4,header_utility,2
debugVSK49T:debugM6TAQ4,detail_utility,4
debugVSK49T:debugM6TAQ4,actual_exec,3
